Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,transistor_density,gflops_per_watt,process_generation
47,Intel Core i3-8300,CPU,2018-02-14,14.0,62.0,193.8160383144087,3110.139526285567,3700.0,Intel,Intel,28091.398847640863,13661.613086642075,877.8568935579063,16.046863579165176,220.3485981716464,3
48,AMD Ryzen 5 1400,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,8232.552134173266,5647.193225704276,266.4988409908613,25.0,86.8798957800658,3
49,AMD A4-3300M,CPU,2011-06-14,32.0,35.0,228.0,1178.0,1900.0,Unknown,AMD,16473.64381268132,9036.502778774058,489.79133337453374,5.166666666666667,258.1857936792588,1
50,Intel Xeon 3.20,CPU,2003-10-06,130.0,97.0,237.0,286.0,3200.0,Intel,Intel,17115.774405121436,8557.78967404604,534.850131991165,1.2067510548523206,88.22463581490763,0
51,AMD Opteron 848,CPU,2004-12-01,90.0,85.0,108.0083169612759,106.0,2200.0,Unknown,AMD,18295.050179456586,9602.289200448313,557.4869377401142,0.9814059044916335,112.96810824056838,0
52,Intel Core 2 Extreme QX6700,CPU,2006-11-01,65.0,130.0,143.0,582.0,2666.0,Intel,Intel,17515.12918462361,9325.939321390888,529.5643612910338,4.06993006993007,71.7379947799299,0
53,Intel Pentium Gold G6405T,CPU,2021-03-16,14.0,35.0,170.0,4800.0,3500.0,Intel,Intel,28003.0972039423,14000.066460525632,875.0966037752341,28.235294117647058,400.0018988721609,3
54,AMD A6-3600,CPU,2011-06-30,32.0,65.0,228.0,1178.0,2100.0,Unknown,AMD,17726.357081567385,9404.185224068679,537.0204461267058,5.166666666666667,144.67977267797966,1
55,Intel Xeon Phi 7120X,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,Intel,Intel,6443.259481655414,650.5,111.8076874354157,14.285714285714286,2.1683333333333334,2
56,Intel Core i9-10900K,CPU,2020-04-30,14.0,125.0,206.0,3396.0537713050385,3700.0,Intel,Intel,28062.031016179655,14029.584092558418,876.9391135063981,16.485697918956497,112.23667274046734,3
57,Intel Pentium 2129Y,CPU,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,Intel,Intel,3106.231246633522,778.4381024901083,24.32521000402013,11.864406779661017,77.84381024901083,2
58,AMD Athlon 64 X2 5600+,CPU,2006-12-12,90.0,89.0,220.0,227.0,2800.0,Unknown,AMD,17386.329223377266,9283.786263733602,524.8442523157034,1.0318181818181817,104.3122052104899,0
59,AMD Athlon II X4 640,CPU,2010-05-11,45.0,95.0,169.0,300.0,3000.0,Unknown,AMD,17223.002520053265,9230.946873517081,518.8396942683643,1.7751479289940828,97.1678618264956,1
60,Intel Atom Z515,CPU,2009-04-08,45.0,1.0,26.0,47.0,1200.0,Intel,Intel,6838.806157573967,5105.1489223997105,83.00043897552192,1.8076923076923077,5105.1489223997105,1
61,AMD EPYC 7302,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3000.0,TSMC,AMD,6349.84677789776,5520.5289578832935,271.1460482477339,51.351351351351354,35.61631585731157,5
62,Intel Celeron 3205U,CPU,2015-03-01,14.0,15.0,208.92867416584164,2974.917553826453,1500.0,Intel,Intel,69.37537612606106,4441.249499224778,138.7980776419642,14.238914623394624,296.08329994831854,3
63,Intel Core i3-10305T,CPU,2021-03-16,14.0,35.0,153.0,6716.63394819069,3000.0,Intel,Intel,27642.760861909206,13819.662046264755,863.8324214644043,43.899568288828036,394.8474870361359,3
64,AMD Ryzen 9 5900HX,CPU,2021-01-12,7.0,45.0,156.0,9800.0,3300.0,TSMC,AMD,18689.773574305924,9344.700575316812,584.0053821468412,62.82051282051282,207.66001278481806,5
65,AMD EPYC 7502,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2500.0,TSMC,AMD,14057.235399854982,7761.820578764274,462.01413831811874,51.351351351351354,43.1212254375793,5
66,AMD Athlon 64 4000+,CPU,2007-02-20,90.0,62.0,230.0,227.0,2600.0,Unknown,AMD,17630.920471494905,9363.049895347865,533.8322542845914,0.9869565217391304,151.0169337959333,0
67,Intel Pentium III 1400S,CPU,2002-01-08,130.0,32.0,80.0,44.0,1400.0,Intel,Intel,13565.161858673879,8211.867960464666,379.2310429775153,0.55,256.6208737645208,0
68,Intel Core i7-9850HE,CPU,NaT,14.0,45.0,149.0,2686.166728250697,2700.0,Intel,Intel,22819.868594673837,11407.886950828375,713.1059280836764,18.027964619132195,253.50859890729723,3
69,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2200.0,Unknown,AMD,17939.359074335895,9466.460889987544,545.058498331614,0.5492227979274611,115.4446449998481,0
70,Intel Xeon E5-2620 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2100.0,Intel,Intel,16363.646414894576,8358.578128918221,516.8305522251331,8.75,104.48222661147777,2
71,Intel Core i9-10850K,CPU,2020-07-27,14.0,125.0,206.0,4124.9777547450885,3600.0,Intel,Intel,28017.606118522097,14007.344142391608,875.5504076601144,20.024163857985865,112.05875313913286,3
72,Intel Core i5-11600,CPU,2021-03-16,14.0,65.0,178.19839214575916,3415.4800824563927,2800.0,Intel,Intel,27380.40906963325,13688.298213957638,855.6310794728656,19.16672783255343,210.58920329165596,3
