memoryName,gen,latency,readUncached,write,price,perf_score,value_score,gen_numeric
Micron Technology 18ASF2G72PZ-2G3B1 16GB,DDR4,50,10200.0,7300.0,168.495,343.1372549019608,2.0244683023213708,4
Samsung M393A2K40CB2-CTD 16GB,DDR4,52,10000.0,7300.0,168.495,326.41509433962267,1.9258095775074349,4
Kingston 9965589-008.D02G 8GB,DDR4,36,9700.0,7300.0,168.495,459.4594594594595,2.710755240328384,4
Kingston 9965596-029.B00G 4GB,DDR4,35,9600.0,7300.0,168.495,469.44444444444446,2.7696654440806188,4
Samsung M393A2K40BB1-CRC 16GB,DDR4,55,9400.0,7300.0,137.99,298.2142857142857,2.145580874266391,4
SK Hynix HMA451R7MFR8N-TFTD 4GB,DDR4,40,9300.0,7300.0,168.495,404.8780487804878,2.3887315188087426,4
Samsung M393A2G40EB1-CRC 16GB,DDR4,54,9300.0,7300.0,175.01,301.8181818181818,1.714778602455439,4
Micron Technology 18ASF1G72PDZ-2G1B1 8GB,DDR4,54,9300.0,7300.0,168.495,301.8181818181818,1.780690768566517,4
Kingston 9965596-023.B01G 8GB,DDR4,38,8200.0,7300.0,168.495,397.43589743589746,2.344823725985412,4
Kingston 99U5625-015.A00G 16GB,DDR4,84,14400.0,7200.0,168.495,254.11764705882354,1.4992633827477124,4
Kingston 9905702-029.A00G 8GB,DDR4,73,14300.0,7200.0,168.495,290.5405405405405,1.714154049031184,4
Kingston 9905598-019.A00G 16GB,DDR4,23,14200.0,7200.0,168.495,891.6666666666666,5.260725488460819,4
Super Talent F21UB8GS 8GB,DDR4,22,14000.0,7200.0,168.495,921.7391304347826,5.438149387502773,4
Kingston 9905622-075.A00G 8GB,DDR4,30,13700.0,7200.0,168.495,674.1935483870968,3.9776603934458055,4
Kingston K6VDX7-HYD 8GB,DDR4,30,13500.0,7200.0,168.495,667.741935483871,3.9395966576233574,4
Ramaxel Technology RMSA3260KC78HAF-2666 8GB,DDR4,46,13400.0,7200.0,168.495,438.29787234042556,2.5859044357675773,4
Kingston 9905702-007.A00G 8GB,DDR4,40,12800.0,7200.0,168.495,487.8048780487805,2.87798978169728,4
Corsair CMR16GX4M2C 8GB,DDR4,66,11400.0,7200.0,115.3,277.6119402985075,2.387033020623452,4
SK Hynix HMA84GR7AFR4N-UH 32GB,DDR4,49,10800.0,7200.0,168.495,360.0,2.1239564588925925,4
Kingston 9965604-008.D00G 16GB,DDR4,34,10700.0,7200.0,168.495,511.42857142857144,3.0173667154109056,4
Micron Technology 36ASF2G72PZ-2G4AT 16GB,DDR4,36,9800.0,7200.0,168.495,459.4594594594595,2.710755240328384,4
SK Hynix HMA81GR7MFR8N-UH 8GB,DDR4,56,9500.0,7200.0,168.495,292.9824561403509,1.728561055726428,4
Kingston 9965662-009.A00G 16GB,DDR4,37,9300.0,7200.0,168.495,434.2105263157895,2.561789588576592,4
SK Hynix HMA84GR7MFR4N-TF 32GB,DDR4,57,9200.0,7200.0,168.495,282.7586206896552,1.6682416631148715,4
Samsung M393A4K40CB2-CTD 32GB,DDR4,59,9100.0,7200.0,349.0,271.6666666666667,0.7761904761904762,4
Kingston 9965596-019.B01G 4GB,DDR4,39,7600.0,7200.0,168.495,370.0,2.182955249417387,4
Kingston KVR24N17S8/4 4GB,DDR4,21,15400.0,7100.0,168.495,1022.7272727272727,6.033967212763048,4
Essencore Limited IM48GU88N24-FFFHMB 8GB,DDR4,21,15100.0,7100.0,168.495,1009.0909090909091,5.953514316592874,4
Kingston 99U5723-002.A00G 8GB,DDR4,23,15100.0,7100.0,168.495,925.0,5.457388123543467,4
Kingmax Semiconductor GLLH23F-18KIIP------ 16GB,DDR4,66,15100.0,7100.0,168.495,331.34328358208955,1.9548852979857196,4
Shenzhen Xingmem Technology Corp S949B2UUH-ITR 8GB,DDR4,75,14900.0,7100.0,168.495,289.4736842105263,1.707859725717728,4
Crucial Technology CT8G4SFS824A.C8FDR1 8GB,DDR4,25,14800.0,7100.0,168.495,842.3076923076923,4.969513509588437,4
A-DATA Technology AM2P24HC4R1-BUPS 4GB,DDR4,28,14500.0,7100.0,168.495,744.8275862068965,4.394392673570881,4
EXCELERAM D4168G8HHSS9CJRB21 16GB,DDR4,89,14200.0,7100.0,168.495,236.66666666666666,1.396304709086797,4
Samsung V-GeN D4S8GL24A8 8GB,DDR4,73,14100.0,7100.0,168.495,286.4864864864865,1.6902356204400513,4
Kingston MSI24D4S7D8MHMH6 16GB,DDR4,26,13900.0,7100.0,168.495,777.7777777777778,4.588794818595108,4
Apacer Technology 78.BAGM6.40C0B 4GB,DDR4,22,13800.0,7100.0,168.495,908.695652173913,5.361194443339998,4
Kingston KHYXPX-HYJ 8GB,DDR4,36,13600.0,7100.0,168.495,559.4594594594595,3.3007431455763268,4
Samsung M386A4G40DM0-CPB 32GB,DDR4,55,9400.0,7100.0,161.75,294.64285714285717,1.8104015799868336,4
SK Hynix HMA82GR7AFR8N-UH 16GB,DDR4,60,9200.0,7100.0,168.495,267.21311475409834,1.5765250582854853,4
Kingston ACR26D4S9S8KA-8 8GB,DDR4,38,9000.0,7100.0,168.495,412.8205128205128,2.435591096023557,4
Samsung V-GeN D4S4GL30A16TS5 4GB,DDR4,62,16700.0,7000.0,168.495,376.1904761904762,2.21947831021845,4
Patriot Memory (PDP Systems) PSD44G240041 4GB,DDR4,68,15600.0,7000.0,39.89,327.536231884058,8.010179307509366,4
Micron Technology 8ATF1G64AZ-2G6D1 8GB,DDR4,21,15300.0,7000.0,168.495,1013.6363636363636,5.980331948649598,4
Patriot Memory (PDP Systems) PSD44G240081S 4GB,DDR4,98,14800.0,7000.0,168.495,220.2020202020202,1.2991652863035499,4
Crucial Technology CT4G4SFS824A.C8FE 4GB,DDR4,28,14700.0,7000.0,168.495,748.2758620689655,4.414737084096672,4
DSL Memory D4SS1G081SH24A-A 8GB,DDR4,22,14600.0,7000.0,168.495,939.1304347826087,5.540755979719807,4
Samsung M471A1K1KCB1-CRC 8GB,DDR4,23,14300.0,7000.0,168.495,887.5,5.2361426590754885,4
Apacer Technology 78.C1GMM.AUW0C 8GB,DDR4,71,14300.0,7000.0,168.495,295.8333333333333,1.745380886358496,4
SK Hynix HMA425S6BJR6N-UH 2GB,DDR4,101,14200.0,7000.0,168.495,207.84313725490196,1.226249371691802,4
A-DATA Technology AO2P24HCST2-BW8S 16GB,DDR4,81,14000.0,7000.0,168.495,256.0975609756098,1.510944635391072,4
Ramaxel Technology RMUA5110KE68H9F-2400 4GB,DDR4,75,13600.0,7000.0,168.495,271.05263157894734,1.5991777431720542,4
Kingmax Semiconductor GLLG42F-D8KCIA------ 8GB,DDR4,81,13500.0,7000.0,168.495,250.0,1.474969763119856,4
G Skill Intl F4-2400C17-4GFX 4GB,DDR4,73,13400.0,7000.0,168.495,275.6756756756757,1.6264531441970305,4
Crucial Technology CB8GU2400.C8D 8GB,DDR4,76,13300.0,7000.0,168.495,263.6363636363636,1.55542265929003,4
Kingston 9905711-032.A00G 8GB,DDR4,41,13200.0,7000.0,168.495,480.95238095238096,2.8375608776210566,4
Kingston ACR24D4U7D8MB-16 16GB,DDR4,30,12700.0,7000.0,168.495,635.483870967742,3.749277978511118,4
Maxsun MSD416G26Q3 16GB,DDR4,84,12500.0,7000.0,168.495,229.41176470588235,1.3535016649805738,4
Hynix Semiconductor (Hyundai Electronics) HMA82GR7AFR8N-UH 16GB,DDR4,35,10000.0,7000.0,168.495,472.22222222222223,2.7860539970041724,4
SK Hynix HMA42GR7AFR4N-UH 16GB,DDR4,63,10000.0,7000.0,168.495,265.625,1.5671553733148471,4
Hynix Semiconductor (Hyundai Electronics) HMA451R7AFR8N-UH 4GB,DDR4,36,9300.0,7000.0,168.495,440.5405405405405,2.5991359069030975,4
SK Hynix HMA84GL7MMR4N-TF 32GB,DDR4,58,9200.0,7000.0,168.495,274.5762711864407,1.619966790680791,4
Micron Technology 72ASS8G72LZ-2G6D2 64GB,DDR4,38,8700.0,7000.0,168.495,402.56410256410254,2.375079515998127,4
SK Hynix HMA82GR7AFR4N-TF 16GB,DDR4,66,7900.0,7000.0,168.495,222.38805970149255,1.3120626549543795,4
Kingston HX424C15PB/4 4GB,DDR4,68,15500.0,6900.0,168.495,324.6376811594203,1.915323054717958,4
Kingston 99U5665-001.A00G 4GB,DDR4,75,15200.0,6900.0,168.495,290.7894736842105,1.7156227244709903,4
Patriot Memory (PDP Systems) PSD44G266641 4GB,DDR4,75,15000.0,6900.0,168.495,288.1578947368421,1.7000967269644656,4
A-DATA Technology AM1P24HC8T1-BBJS 8GB,DDR4,41,14900.0,6900.0,168.495,519.047619047619,3.0623181748583677,4
Apacer Technology 78.C1GMM.AUC0B 8GB,DDR4,23,14700.0,6900.0,168.495,900.0,5.309891147231482,4
Samsung M471A1K43CB1-CRCR 8GB,DDR4,23,14700.0,6900.0,168.495,900.0,5.309891147231482,4
Kingston 99U5678-029.A00G 8GB,DDR4,75,14600.0,6900.0,168.495,282.89473684210526,1.669044731951416,4
Kingston 9905624-022.A00G 8GB,DDR4,87,14500.0,6900.0,168.495,243.1818181818182,1.434743315034769,4
Corsair CMSX4GX4M1A2400C16 4GB,DDR4,139,14400.0,6900.0,168.495,152.14285714285714,0.8976244558415123,4
Micron Technology 8ATF1G64HZ-2G2G1 8GB,DDR4,24,14300.0,6900.0,168.495,848.0,5.003097436502552,4
Kingston 9905701-131.A00G 16GB,DDR4,34,14300.0,6900.0,168.495,605.7142857142857,3.573641026073251,4
Kingmax Semiconductor GSLG42F-18---------- 8GB,DDR4,99,14200.0,6900.0,168.495,211.0,1.2448744800731584,4
Samsung M471A1G43DB0-0-B 8GB,DDR4,32,13800.0,6900.0,168.495,627.2727272727273,3.700833223828002,4
Micron Technology AFLD416EH1P 16GB,DDR4,28,13700.0,6900.0,168.495,710.3448275862069,4.19094856831297,4
Ramaxel Technology RMSA3260MH78H8H-2666 8GB,DDR4,22,13600.0,6900.0,168.495,891.304347826087,5.258587851122965,4
Samsung M391A1G43EB1-CRC 8GB,DDR4,77,13600.0,6900.0,168.495,262.8205128205128,1.5506092381516434,4
DSL Memory D4SS1G082SH21A-B 16GB,DDR4,30,13400.0,6900.0,168.495,654.8387096774194,3.863469185978462,4
Kingston KTD3KX-MIB 8GB,DDR4,26,13000.0,6900.0,168.495,737.0370370370371,4.348429375716316,4
Kingston 9905678-029.A00G 8GB,DDR4,25,12600.0,6900.0,168.495,750.0,4.424909289359568,4
Kingston CBD24D4S7D8MB-16 16GB,DDR4,37,12400.0,6900.0,168.495,507.89473684210526,2.9965175187592865,4
Crucial Technology B|B8G4D30BET4K.C8FD 8GB,DDR4,77,11900.0,6900.0,168.495,241.02564102564102,1.4220221305976048,4
Micron Technology 36ASF4G72PZ-2G1B1 32GB,DDR4,32,11100.0,6900.0,168.495,545.4545454545455,3.218115846806959,4
Samsung M378A5143TB2-CTD 4GB,DDR4,76,10300.0,6900.0,168.495,223.37662337662337,1.3178950610733258,4
Kingston 9965589-026.D00G 8GB,DDR4,35,9400.0,6900.0,168.495,452.77777777777777,2.671334126539295,4
Hynix Semiconductor (Hyundai Electronics) HMA84GR7MFR4N-UH 32GB,DDR4,41,9300.0,6900.0,168.495,385.7142857142857,2.2756676345277778,4
Hynix Semiconductor (Hyundai Electronics) HMA82GR7MFR4N-UH 16GB,DDR4,40,9100.0,6900.0,168.495,390.2439024390244,2.302391825357824,4
Micron Technology 36ASF4G72PZ-2G6H1 32GB,DDR4,38,8900.0,6900.0,168.495,405.12820512820514,2.390207411004485,4
Kingston 99U5665-004.A00G 4GB,DDR4,66,16400.0,6800.0,168.495,346.2686567164179,2.0429431942913827,4
Micron Technology AFLD44EK2P 4GB,DDR4,71,15300.0,6800.0,168.495,306.94444444444446,1.8109350980527121,4
Micron Technology 9ASF1G72AZ-2G3B1 8GB,DDR4,22,15000.0,6800.0,168.495,947.8260869565217,5.592059275828324,4
Micron Technology 8R8F1G64HZ-2G3B1 8GB,DDR4,28,14800.0,6800.0,168.495,744.8275862068965,4.394392673570881,4
Crucial Technology CT8G4SFS8266.M8FB 8GB,DDR4,35,14800.0,6800.0,168.495,600.0,3.5399274314876545,4
Crucial Technology CT4G4SFS624A.C4FB 4GB,DDR4,84,14800.0,6800.0,18.99,254.11764705882354,12.712238472177267,4
SK Hynix HMA81GS6CJR8N-UH 8GB,DDR4,25,14600.0,6800.0,168.495,823.0769230769231,4.856054297040757,4
V-Color Technology Inc. TL48G24S815RGB 8GB,DDR4,22,14500.0,6800.0,168.495,926.0869565217391,5.463801035557032,4
Apacer Technology 78.CAGP7.AZ20B 8GB,DDR4,23,14400.0,6800.0,168.495,883.3333333333334,5.211559829690158,4
INTENSO 5641152 4GB,DDR4,23,14100.0,6800.0,168.495,870.8333333333334,5.1378113415341655,4
Apacer Technology 78.CAGP7.AFW0C 8GB,DDR4,71,14000.0,6800.0,168.495,288.8888888888889,1.7044095040496114,4
G Skill Intl F4-2400C17-4GFT 4GB,DDR4,79,14000.0,6800.0,168.495,260.0,1.5339685536446503,4
Apacer Technology 78.CAGPL.ARC0B 8GB,DDR4,74,13900.0,6800.0,168.495,276.0,1.628366618484321,4
Apacer Technology 78.C1GMW.AUC0B 8GB,DDR4,24,13700.0,6800.0,168.495,820.0,4.837900823033127,4
Asgard VMA41UH-MEC1U2AW1 16GB,DDR4,28,13700.0,6800.0,168.495,706.8965517241379,4.170604157787179,4
Crucial Technology CB8GS2400.C8D 8GB,DDR4,89,13600.0,6800.0,43.97,226.66666666666666,5.0403973019049735,4
Corsair CM4X16GE2133C15S2 16GB,DDR4,27,13500.0,6800.0,168.495,725.0,4.2774123130475825,4
Kingston 9905598-025.A00G 8GB,DDR4,25,13400.0,6800.0,168.495,776.9230769230769,4.583752186926322,4
Kingston 9905663-006.A00G 16GB,DDR4,27,12400.0,6800.0,168.495,685.7142857142857,4.045631350271605,4
Samsung M391A1G43DB0-CPB 8GB,DDR4,31,11700.0,6800.0,99.99,578.125,5.724576690761462,4
Samsung M474A1G43DB0-CPB 8GB,DDR4,27,9700.0,6800.0,168.495,589.2857142857143,3.4767144416396607,4
Kingston 9965589-037.D00G 8GB,DDR4,36,9400.0,6800.0,168.495,437.8378378378378,2.583190287842342,4
Micron Technology 18ADF1G72PZ-2G1A1 8GB,DDR4,32,9200.0,6800.0,168.495,484.8484848484849,2.8605474193839635,4
Samsung M393A8K40B21-CTC 64GB,DDR4,39,8900.0,6800.0,168.495,392.5,2.315702528098174,4
Micron Technology 9ASF51272PZ-2G1AX 4GB,DDR4,39,7700.0,6800.0,168.495,362.5,2.1387061565237913,4
Kingston KGTWW1-MIE 4GB,DDR4,97,15500.0,6700.0,168.495,226.53061224489795,1.3365032139290123,4
Kingston 9905665-017.A00G 4GB,DDR4,74,15300.0,6700.0,168.495,293.3333333333333,1.7306311887272976,4
Apacer Technology 78.CAGMR.ARC0B 8GB,DDR4,23,14400.0,6700.0,168.495,879.1666666666666,5.186977000304827,4
Kingston 9905678-110.A00G 8GB,DDR4,24,14300.0,6700.0,168.495,840.0,4.955898404082716,4
Apacer Technology 76.B305G.D500B 4GB,DDR4,101,13900.0,6700.0,168.495,201.9607843137255,1.191544200794864,4
Kingston 9905624-007.A00G 8GB,DDR4,24,13800.0,6700.0,168.495,820.0,4.837900823033127,4
Crucial Technology CB8GU2400.C8ET 8GB,DDR4,58,13800.0,6700.0,168.495,347.45762711864404,2.0499579758614948,4
Apacer Technology 78.CAGP7.DFW0C 8GB,DDR4,72,13800.0,6700.0,168.495,280.82191780821915,1.6568153503538108,4
Hynix Semiconductor (Hyundai Electronics) HMA82GU7MFR8N-TF 16GB,DDR4,23,13600.0,6700.0,168.495,845.8333333333334,4.990314365222179,4
Kingston 9905700-024.A00G 8GB,DDR4,96,13600.0,6700.0,168.495,209.27835051546393,1.234716956343632,4
AMD R7416G2133U2S 16GB,DDR4,78,13500.0,6700.0,168.495,255.69620253164558,1.508576669114992,4
Wilk Elektronik S.A. GY2133D464L15/8G 8GB,DDR4,25,13300.0,6700.0,168.495,769.2307692307693,4.538368501907249,4
Kingston 9905598-028.A00G 8GB,DDR4,25,13100.0,6700.0,168.495,761.5384615384615,4.4929848168881765,4
InnoDisk Corporation M4C0-AGS1TCSJ 16GB,DDR4,101,12100.0,6700.0,168.495,184.31372549019608,1.0874286881040507,4
Kllisre D4 8G 8GB,DDR4,47,11700.0,6700.0,168.495,383.3333333333333,2.261620303450446,4
Kingston 9905668-001.A00G 8GB,DDR4,70,9000.0,6700.0,168.495,221.1267605633803,1.3046211425905205,4
Kingston 9965600-033.A00G 16GB,DDR4,40,8800.0,6700.0,168.495,378.0487804878049,2.230442080815392,4
Hewlett-Packard 7EH61AA# 8GB,DDR4,33,17000.0,6600.0,168.495,694.1176470588235,4.095210165838659,4
Kingston 9905713-001.A00G 4GB,DDR4,64,16800.0,6600.0,168.495,360.0,2.1239564588925925,4
Kingston 9905665-020.A00G 4GB,DDR4,69,14900.0,6600.0,168.495,307.14285714285717,1.8121057089758232,4
Apacer Technology 78.CAGP7.C7C0B 8GB,DDR4,75,13600.0,6600.0,168.495,265.7894736842105,1.5681257481590047,4
Teikon TMA851S6AFR6N-UHHC 4GB,DDR4,30,13500.0,6600.0,168.495,648.3870967741935,3.8254054501560137,4
Apacer Technology 78.C1GM3.C7W0B 8GB,DDR4,78,13400.0,6600.0,168.495,253.16455696202533,1.493640266450487,4
Apacer Technology 78.C1GQ5.C7C0B 8GB,DDR4,81,13000.0,6600.0,168.495,239.02439024390245,1.4102149930316672,4
Apacer Technology D22.2221ZA.001 8GB,DDR4,50,12800.0,6600.0,168.495,380.3921568627451,2.2442677180019768,4
SpecTek Incorporated 16G 2666 CL 19 16GB,DDR4,75,12700.0,6600.0,168.495,253.94736842105263,1.4982587593796433,4
Crucial Technology CT4G4DFS824A.M8FE 4GB,DDR4,24,12000.0,6600.0,168.495,744.0,4.389510015044691,4
Memphis Electronic D4SO1G724GI-A58SD 8GB,DDR4,30,11700.0,6600.0,168.495,590.3225806451613,3.4828318277539827,4
Crucial Technology BLS4G4S240FSD.8FBD 4GB,DDR4,31,11000.0,6600.0,168.495,550.0,3.244933478863683,4
Micron Technology 72ASS8G72LZ-2G3B2 64GB,DDR4,38,9300.0,6600.0,168.495,407.6923076923077,2.405335306010842,4
Patriot Memory (PDP Systems) PSD44G213341 4GB,DDR4,71,15000.0,6500.0,168.495,298.6111111111111,1.76176943928205,4
Apacer Technology AQD-SD4U4GN24-SG 4GB,DDR4,83,14800.0,6500.0,168.495,253.57142857142858,1.496040759735854,4
Kingston M378A1K43CB2-CRC 8GB,DDR4,24,13900.0,6500.0,50.11,816.0,15.9655644687928,4
Hoodisk Electronics Co Ltd GKE800UD102408-2400 8GB,DDR4,24,13900.0,6500.0,168.495,816.0,4.81430130682321,4
Samsung T471A1K43CB1-CRC 8GB,DDR4,24,13800.0,6500.0,168.495,812.0,4.7907017906132925,4
Crucial Technology CT8G4SFS824A.M8FA 8GB,DDR4,24,13700.0,6500.0,54.67,808.0,14.514100952038799,4
G Skill Intl F4-2400C15Z8GNT 8GB,DDR4,69,13600.0,6500.0,168.495,287.14285714285717,1.6941081279262347,4
Crucial Technology C 8GB,DDR4,31,13200.0,6500.0,168.495,615.625,3.6321130416826453,4
Kingston KST-2133MHZ-4G 4GB,DDR4,82,13100.0,6500.0,168.495,236.14457831325302,1.3932244509469485,4
Apacer Technology 78.C1GM3.C7Z0B 8GB,DDR4,25,13000.0,6500.0,168.495,750.0,4.424909289359568,4
A-DATA Technology AO1P24HC4N2-BWCS 4GB,DDR4,126,12900.0,6500.0,168.495,152.75590551181102,0.90124136707166,4
SK Hynix HMA82GS6CJR8N-UH 16GB,DDR4,81,12700.0,6500.0,168.495,234.14634146341464,1.3814350952146945,4
Gloway International (HK) STKD4GAM2133-F 8GB,DDR4,31,11800.0,6500.0,168.495,571.875,3.3739933331366707,4
Samsung M393A2K40CB1-CRC 16GB,DDR4,45,10700.0,6500.0,168.495,373.9130434782609,2.2060417326662196,4
Super Talent F26UB16GH 16GB,DDR4,29,8700.0,6500.0,102.42,506.6666666666667,4.899116869722168,4
Shenshan (Shenzhen) Electronic KZ26UE5116TZR8 8GB,DDR4,71,15600.0,6400.0,168.495,305.55555555555554,1.802740821590935,4
Avant Technology W6451U48J7240N6 4GB,DDR4,75,14700.0,6400.0,168.495,277.63157894736844,1.6379927369383664,4
Kingston 9905711-007.A00G 4GB,DDR4,98,14700.0,6400.0,168.495,213.13131313131314,1.257448969770867,4
Kingmax Semiconductor GSJF62F-DA---------- 4GB,DDR4,95,14400.0,6400.0,168.495,216.66666666666666,1.2783071280372085,4
Kingston HP26D4S9S1ME-4 4GB,DDR4,99,14400.0,6400.0,168.495,208.0,1.22717484291572,4
Kingston 9905704-007.A00G 4GB,DDR4,101,14200.0,6400.0,168.495,201.9607843137255,1.191544200794864,4
Kingston XK2M26-MIE 16GB,DDR4,39,14000.0,6400.0,168.495,510.0,3.0089383167645063,4
Micron Technology HMA81GU6AFR8N-UH 8GB,DDR4,24,13700.0,6400.0,168.495,804.0,4.743502758193457,4
Crucial Technology CT16G4DFD8213.16FDD1 16GB,DDR4,76,13600.0,6400.0,88.16,259.7402597402597,2.913192684390531,4
Dust Leopard DDR4-2400 C17 4GB 4GB,DDR4,81,13300.0,6400.0,168.495,240.2439024390244,1.4174099674859104,4
Crucial Technology CT4G4SFS8266.M8FE 4GB,DDR4,94,13200.0,6400.0,168.495,206.31578947368422,1.2172382045115444,4
Apacer Technology 78.B1GM3.AF00B 4GB,DDR4,25,13100.0,6400.0,168.495,750.0,4.424909289359568,4
Kingston 99P5723-006.A00G 8GB,DDR4,34,13100.0,6400.0,168.495,557.1428571428571,3.2870754720956787,4
SK Hynix GKE160UD102408-2133 16GB,DDR4,78,13100.0,6400.0,168.495,246.83544303797467,1.4562992597892248,4
Samsung M471A1A43DB0-CPB 8GB,DDR4,27,12300.0,6400.0,168.495,667.8571428571429,3.9402763671916157,4
Kingston 9905702-012.A00G 8GB,DDR4,33,9600.0,6400.0,168.495,470.5882352941176,2.776413671755023,4
Crucial Technology BL8G24C16U4B.8FD 8GB,DDR4,40,9300.0,6400.0,168.495,382.9268292682927,2.259221978632365,4
Kingston 9965662-013.A01G 16GB,DDR4,40,9200.0,6400.0,168.495,380.4878048780488,2.2448320297238786,4
Kingmax Semiconductor GZAG43F-18---------- 8GB,DDR4,71,9100.0,6400.0,168.495,215.27777777777777,1.2701128515754314,4
Samsung M393A1K43BB1-CTD 8GB,DDR4,61,8200.0,6400.0,168.495,235.48387096774192,1.3893263575193482,4
Hyundai Inc GP-GR26C16S8K1HU408 8GB,DDR4,75,14300.0,6300.0,168.495,271.05263157894734,1.5991777431720542,4
Kingston 9905624-051.A00G 8GB,DDR4,74,14100.0,6300.0,168.495,272.0,1.6047671022744032,4
Kingston 9905702-135.A00G 8GB,DDR4,50,13700.0,6300.0,168.495,392.15686274509807,2.3136780597958526,4
Transcend Information AQD-SD4U4GN21-SG 4GB,DDR4,24,13600.0,6300.0,168.495,796.0,4.696303725773621,4
SK Hynix HMA425S6AFR6N-UH 2GB,DDR4,86,13500.0,6300.0,168.495,227.58620689655172,1.3427310947022137,4
Gloway International (HK) STK2133C15-8GB 8GB,DDR4,25,13300.0,6300.0,168.495,753.8461538461538,4.447601131869104,4
Kingmax Semiconductor GSLF62F-D8---------- 4GB,DDR4,99,13100.0,6300.0,168.495,194.0,1.1445765361810083,4
Kingston MSI24D4S7S8S8-8 8GB,DDR4,25,13000.0,6300.0,168.495,742.3076923076923,4.379525604340495,4
Kingston 9905625-096.A00G 16GB,DDR4,76,13000.0,6300.0,168.495,250.64935064935065,1.4788008534136738,4
Hynix Semiconductor (Hyundai Electronics) GKE160UD102408-2133 16GB,DDR4,24,12700.0,6300.0,168.495,760.0,4.483908079884363,4
Apacer Technology 78.CAGP7.4020B 8GB,DDR4,69,12600.0,6300.0,168.495,270.0,1.5929673441694445,4
Smart Modular SF4641G8CK8IEGKSBG 8GB,DDR4,37,12000.0,6300.0,168.495,481.57894736842104,2.8412575436940384,4
ACPI Digital Co. Ltd. CMA6-4FA01AAR01A00 4GB,DDR4,24,11900.0,6300.0,168.495,728.0,4.295111950205021,4
SK Hynix HMA82GR7AFR8N-VK 16GB,DDR4,40,9100.0,6300.0,168.495,375.609756097561,2.2160521319069058,4
Kingston KTD3KX-HYA 8GB,DDR4,42,7400.0,6300.0,168.495,318.6046511627907,1.879728907417863,4
Hynix Semiconductor (Hyundai Electronics) HMA451U7MFR8N-TF 4GB,DDR4,45,6900.0,6300.0,168.495,286.95652173913044,1.6930087715810522,4
Ramsta Ramsta-2666MHz-4G 4GB,DDR4,74,14400.0,6200.0,168.495,274.6666666666667,1.6205001130810153,4
Panram International Corporation R748G2133U2S 8GB,DDR4,24,13400.0,6200.0,168.495,784.0,4.625505177143868,4
Kingston 9905701-010.A00G 16GB,DDR4,74,13300.0,6200.0,168.495,260.0,1.5339685536446503,4
Crucial Technology CT4G4DFS8213.C8FHP 4GB,DDR4,24,13200.0,6200.0,168.495,776.0,4.578306144724033,4
Samsung M471A1K1KBB1-CRC 8GB,DDR4,26,12600.0,6200.0,168.495,696.2962962962963,4.108063932837525,4
Apacer Technology 78.C1GMM.DFW0C 8GB,DDR4,24,12300.0,6200.0,168.495,740.0,4.365910498834774,4
Kingston KHX2133��4D4/8G 8GB,DDR4,30,11200.0,6200.0,168.495,561.2903225806451,3.3115450165529667,4
Smart Modular SF4721G8CKHH6DFSDS 8GB,DDR4,34,10000.0,6200.0,168.495,462.85714285714283,2.7308011614333334,4
Micron Technology 18ASF2G72PDZ-2G3D1 16GB,DDR4,39,8700.0,6200.0,168.495,372.5,2.1977049470485857,4
Kingston 9905713-004.A00G 4GB,DDR4,66,14500.0,6100.0,168.495,307.46268656716416,1.8139926638966586,4
Kingston 8ATF1G64AZ-2G3A1 8GB,DDR4,69,14000.0,6100.0,168.495,287.14285714285717,1.6941081279262347,4
Avant Technology W641GU42J5213N3 8GB,DDR4,23,13700.0,6100.0,168.495,825.0,4.867400218295525,4
Wilk Elektronik S.A. GX2133D464L15S/8G 8GB,DDR4,23,13600.0,6100.0,168.495,820.8333333333334,4.842817388910194,4
Vasekey M378A1K43BB2-CPB 8GB,DDR4,23,13500.0,6100.0,168.495,816.6666666666666,4.818234559524862,4
SK Hynix HMA82GU7MFR8N-TF 16GB,DDR4,30,13000.0,6100.0,168.495,616.1290322580645,3.635086771043774,4
Kingston 9905624-044.A00G 8GB,DDR4,28,12800.0,6100.0,168.495,651.7241379310345,3.8450935893745215,4
Panram International Corporation D4N2400PS-8G 8GB,DDR4,25,12500.0,6100.0,168.495,715.3846153846154,4.220682706773742,4
Team Group Inc. TEAMGROUP-lnd-2133 8GB,DDR4,26,12200.0,6100.0,168.495,677.7777777777778,3.9988069133471655,4
ATP Electronics Inc. A4G08QA8BNPBSE 8GB,DDR4,30,11100.0,6100.0,168.495,554.8387096774194,3.273481280730519,4
Crucial Technology CT8G4SFS8213.C8FBD1 8GB,DDR4,28,11000.0,6100.0,168.495,589.6551724137931,3.478894199910281,4
Corsair CM4X16GE2666C16K2 16GB,DDR4,54,10600.0,6100.0,168.495,303.6363636363636,1.791417821389207,4
Kingston 9965596-016.B01G 8GB,DDR4,35,9500.0,6100.0,168.495,433.3333333333333,2.556614256074417,4
Samsung M471A1K43CBCBCRC 8GB,DDR4,38,9300.0,6100.0,168.495,394.87179487179486,2.3296958309790545,4
Hynix Semiconductor (Hyundai Electronics) HMA451R7MFR8N-TFTD 4GB,DDR4,41,7800.0,6100.0,168.495,330.95238095238096,1.9525790197491428,4
Teikon TMA851U6CJR6N-VKSC 4GB,DDR4,62,16100.0,6000.0,168.495,350.7936507936508,2.069640112060242,4
