cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean,singleScore,multiScore,baseClock,turboClock,boost_headroom,smt_efficiency,single_efficiency,scaling_efficiency,gaming_score,productivity_score,combined_score,r23_per_dollar,gaming_value,productivity_value
AMD Ryzen Threadripper PRO 5995WX,6812.49,108822,,3330,,280.0,388.65,64,2022,sWRX8,Desktop,1700.34375,388.65,1.9584275238462812,AMD,AMD Ryzen Threadripper PRO 5995WX,,,,,,,,,3330.0,108822.0,108822.0,,0.4888080569659552,15.973895007552304
AMD EPYC 7763,7299.99,88338,12.1,2635,0.36,280.0,315.49,64,2021,SP3,Server,1380.28125,315.49285714285713,1.9090312209920985,AMD,AMD EPYC 7763,,,,,,,,,2635.0,88338.0,88338.0,,0.3609593985745186,12.101112467277353
AMD EPYC 7J13,6812.49,86006,,2387,,280.0,,64,2021,unknown,Server,1343.84375,307.1642857142857,1.776248168732414,AMD,AMD EPYC 7J13,,,,,,,,,2387.0,86006.0,86006.0,,0.35038583542874924,12.624752476700884
AMD EPYC 7713,7060.0,85861,12.16,2727,0.39,225.0,381.6,64,2021,SP3,Server,1341.578125,381.6044444444444,2.0326807281536436,AMD,AMD EPYC 7713,,,,,,,,,2727.0,85861.0,85861.0,,0.38626062322946175,12.161614730878187
AMD Ryzen Threadripper PRO 3995WX,6807.98,83971,12.33,2626,0.39,280.0,299.9,64,2020,sWRX8,Desktop,1312.046875,299.89642857142854,2.0014528825427824,AMD,AMD Ryzen Threadripper PRO 3995WX,1231.0,73220.0,2.7,4.2,0.5555555555555555,2.0,293.0952380952381,0.929376523151909,22827.7,51623.3,37225.5,10.75502571981704,3.353079768154431,7.582763169104493
AMD Ryzen Threadripper 3990X,8399.69,81568,9.71,2569,0.31,280.0,291.31,64,2020,sTRX4,Desktop,1274.5,291.3142857142857,2.0156924284032955,AMD,AMD Ryzen Threadripper 3990X,,,,,,,,,2569.0,81568.0,81568.0,,0.3058446204562311,9.710834566513764
AMD Ryzen Threadripper PRO 5975WX,2840.0,80842,,3340,,280.0,288.72,32,2022,sWRX8,Desktop,2526.3125,288.7214285714286,1.3220850547982483,AMD,AMD Ryzen Threadripper PRO 5975WX,,,,,,,,,3340.0,80842.0,80842.0,,1.176056338028169,28.46549295774648
AMD EPYC 7B13,169.99,77460,,2564,,280.0,,60,2021,unknown,Server,1291.0,276.64285714285717,1.9860573199070488,AMD,AMD EPYC 7B13,,,,,,,,,2564.0,77460.0,77460.0,,15.083240190599446,455.67386316842163
AMD EPYC 7643,5424.99,76455,14.09,2695,0.5,225.0,339.8,48,2021,SP3,Server,1592.8125,339.8,1.6919756719639003,AMD,AMD EPYC 7643,,,,,,,,,2695.0,76455.0,76455.0,,0.4967751092628742,14.093113535693155
AMD EPYC 7702,4000.0,71646,17.91,2097,0.52,200.0,358.23,64,2020,SP3,Server,1119.46875,358.23,1.8732099489155012,AMD,AMD EPYC 7702,,,,,,,,,2097.0,71646.0,71646.0,,0.52425,17.9115
AMD EPYC 7662,6817.0,71576,10.5,2054,0.3,225.0,318.12,64,2021,SP3,Server,1118.375,318.11555555555555,1.8365932714876494,AMD,AMD EPYC 7662,,,,,,,,,2054.0,71576.0,71576.0,,0.30130555963033595,10.49963326976676
AMD EPYC 7742,5045.99,68749,13.62,2145,0.43,225.0,305.55,64,2019,SP3,Server,1074.203125,305.5511111111111,1.996829044786106,AMD,AMD EPYC 7742,,,,,,,,,2145.0,68749.0,68749.0,,0.4250900219778478,13.624482014431262
AMD EPYC 75F3,2840.0,68505,,2775,,280.0,244.66,32,2021,SP3,Server,2140.78125,244.66071428571428,1.2962557477556382,AMD,AMD EPYC 75F3,,,,,,,,,2775.0,68505.0,68505.0,,0.977112676056338,24.121478873239436
AMD Ryzen Threadripper PRO 5965WX,2007.56,68405,,3346,,280.0,244.3,24,2022,sWRX8,Desktop,2850.2083333333335,244.30357142857142,1.1739492727139829,AMD,AMD Ryzen Threadripper PRO 5965WX,,,,,,,,,3346.0,68405.0,68405.0,,1.6666998744744865,34.073701408675205
AMD EPYC 7642,3684.0,67748,18.39,2155,0.59,225.0,301.1,48,2021,SP3,Server,1411.4166666666667,301.1022222222222,1.5268347405089449,AMD,AMD EPYC 7642,,,,,,,,,2155.0,67748.0,67748.0,,0.5849619978284474,18.389793702497286
AMD EPYC 7543P,2999.0,67144,22.39,2742,0.91,225.0,298.42,32,2021,SP3,Server,2098.25,298.41777777777776,1.3068032884546645,AMD,AMD EPYC 7543P,,,,,,,,,2742.0,67144.0,67144.0,,0.9143047682560853,22.388796265421806
AMD EPYC 7R32,4554.495,64727,,1922,,250.0,,48,2020,unknown,Server,1348.4791666666667,258.908,1.4253093763035518,AMD,AMD EPYC 7R32,,,,,,,,,1922.0,64727.0,64727.0,,0.4220006828418958,14.21167440078428
AMD Ryzen Threadripper 3970X,2997.99,63835,21.29,2694,0.9,280.0,227.98,32,2019,sTRX4,Desktop,1994.84375,227.98214285714286,1.350481710660296,AMD,AMD Ryzen Threadripper 3970X,,,,,,,,,2694.0,63835.0,63835.0,,0.8986020633824663,21.292599374914527
AMD Ryzen Threadripper PRO 3975WX,4499.99,63495,14.11,2666,0.59,280.0,226.77,32,2020,sWRX8,Desktop,1984.21875,226.76785714285714,1.3436018584140483,AMD,AMD Ryzen Threadripper PRO 3975WX,1244.0,43450.0,3.5,4.2,0.20000000000000004,2.0,296.1904761904762,1.0914891479099678,13905.8,30788.199999999997,22347.0,9.655577012393362,3.0901846448547663,6.841837426305392
Intel Xeon Platinum 8380 @ 2.30GHz,8978.0,62317,6.94,2385,0.27,270.0,230.81,40,2021,FCLGA4189,Server,1557.925,230.8037037037037,1.5308824237367011,Intel,Intel Xeon Platinum 8380,,,,,,,,,2385.0,62317.0,62317.0,,0.26564936511472487,6.941078191133883
AMD EPYC 7702P,3499.99,61689,17.63,2110,0.6,200.0,308.44,64,2019,SP3,Server,963.890625,308.445,2.1890450485499846,AMD,AMD EPYC 7702P,993.0,48959.0,2.0,3.35,0.675,2.0,296.4179104477612,0.7703770140986909,15382.8,34569.2,24976.0,13.988325680930517,4.395098271709347,9.876942505550016
AMD EPYC 74F3,4989.0,60948,12.22,2975,0.6,240.0,253.95,24,2021,SP3,Server,2539.5,253.95,1.1714904508761568,AMD,AMD EPYC 74F3,,,,,,,,,2975.0,60948.0,60948.0,,0.596311886149529,12.216476247745039
AMD EPYC 7513,2840.0,59732,21.03,2447,0.86,200.0,298.66,32,2021,SP3,Server,1866.625,298.66,1.3109221187972946,AMD,AMD EPYC 7513,,,,,,,,,2447.0,59732.0,59732.0,,0.8616197183098592,21.032394366197185
AMD EPYC 7443P,1499.99,57666,38.44,2965,1.98,200.0,288.33,24,2021,SP3,Server,2402.75,288.33,1.2340027052335865,AMD,AMD EPYC 7443P,,,,,,,,,2965.0,57666.0,57666.0,,1.9766798445322968,38.44425629504197
AMD EPYC 7542,1789.99,56728,31.69,2207,1.23,225.0,252.13,32,2019,SP3,Server,1772.75,252.12444444444444,1.244958397969257,AMD,AMD EPYC 7542,,,,,,,,,2207.0,56728.0,56728.0,,1.232967781942916,31.691797160877993
AMD EPYC 7543,3761.0,56562,15.04,2563,0.68,240.0,235.68,32,2021,SP3,Server,1767.5625,235.675,1.4500194476857253,AMD,AMD EPYC 7543,,,,,,,,,2563.0,56562.0,56562.0,,0.6814676947620314,15.039085349641052
AMD EPYC 7532,2840.0,55358,,2137,,200.0,276.79,32,2021,SP3,Server,1729.9375,276.79,1.2353047436684852,AMD,AMD EPYC 7532,,,,,,,,,2137.0,55358.0,55358.0,,0.7524647887323944,19.49225352112676
AMD Ryzen Threadripper 3960X,1682.9,54757,32.54,2678,1.59,280.0,195.56,24,2019,sTRX4,Desktop,2281.5416666666665,195.56071428571428,1.1737677374582245,AMD,AMD Ryzen Threadripper 3960X,,,,,,,,,2678.0,54757.0,54757.0,,1.5913007308812168,32.53728682631172
Intel Xeon Platinum 8358 @ 2.60GHz,5097.75,54416,10.67,2382,0.47,250.0,217.67,32,2021,FCLGA4189,Server,1700.5,217.664,1.4007644810349897,Intel,Intel Xeon Platinum 8358,,,,,,,,,2382.0,54416.0,54416.0,,0.4672649698396351,10.674513265656417
AMD EPYC 7453,1799.0,53511,29.74,2580,1.43,225.0,237.83,28,2021,SP3,Server,1911.107142857143,237.82666666666665,1.3500028031619666,AMD,AMD EPYC 7453,,,,,,,,,2580.0,53511.0,53511.0,,1.434130072262368,29.744858254585882
Intel Xeon Gold 6348 @ 2.60GHz,3173.0,53112,16.74,2455,0.77,235.0,226.01,28,2021,FCLGA4189,Server,1896.857142857143,226.00851063829788,1.2942461214038259,Intel,Intel Xeon Gold 6348,,,,,,,,,2455.0,53112.0,53112.0,,0.7737157264418532,16.738733060195397
Intel Xeon Platinum 8375C @ 2.90GHz,2840.0,51836,,2439,,300.0,172.79,32,2021,FCLGA4189,Server,1619.875,172.78666666666666,1.5056717339300871,Intel,Intel Xeon Platinum 8375C,,,,,,,,,2439.0,51836.0,51836.0,,0.8588028169014085,18.25211267605634
AMD Ryzen Threadripper PRO 5955WX,1388.8600000000001,51656,,3346,,280.0,184.48,16,2022,sWRX8,Desktop,3228.5,184.4857142857143,1.0363946105002324,AMD,AMD Ryzen Threadripper PRO 5955WX,,,,,,,,,3346.0,51656.0,51656.0,,2.409170110738303,37.19309361634722
AMD EPYC 7402,1962.0,51368,26.18,2081,1.06,180.0,285.38,24,2020,SP3,Server,2140.3333333333335,285.3777777777778,0.9722784612988631,AMD,AMD EPYC 7402,,,,,,,,,2081.0,51368.0,51368.0,,1.0606523955147809,26.18144750254842
Intel Xeon Platinum 8347C @ 2.10GHz,169.99,49386,,2445,,210.0,235.17,36,2022,LGA4189,Server,1371.8333333333333,235.17142857142858,1.7822864779492165,Intel,Intel Xeon Platinum 8347C,,,,,,,,,2445.0,49386.0,49386.0,,14.38319901170657,290.52297193952586
AMD EPYC 7502,2750.0,49177,17.88,1843,0.67,180.0,273.21,32,2020,SP3,Server,1536.78125,273.2055555555556,1.199259816580922,AMD,AMD EPYC 7502,,,,,,,,,1843.0,49177.0,49177.0,,0.6701818181818182,17.882545454545454
AMD EPYC 7502P,2696.51,48995,18.17,1894,0.7,180.0,272.19,32,2019,SP3,Server,1531.09375,272.19444444444446,1.237024186141443,AMD,AMD EPYC 7502P,,,,,,,,,1894.0,48995.0,48995.0,,0.7023893847973862,18.169782422464593
Intel Xeon Gold 6342 @ 2.80GHz,3825.9,48330,12.63,2453,0.64,230.0,210.13,24,2021,FCLGA4189,Server,2013.75,210.1304347826087,1.2181253879577902,Intel,Intel Xeon Gold 6342,,,,,,,,,2453.0,48330.0,48330.0,,0.6411563292297238,12.632321806633733
AMD EPYC 7413,1997.99,46295,23.17,1983,0.99,180.0,257.2,24,2021,SP3,Server,1928.9583333333333,257.19444444444446,1.0280159844475645,AMD,AMD EPYC 7413,,,,,,,,,1983.0,46295.0,46295.0,,0.992497459947247,23.170786640573777
AMD Ryzen 9 5950X,649.74,46195,71.1,3498,5.38,105.0,439.96,16,2020,AM4,Desktop,2887.1875,439.95238095238096,1.211559692607425,AMD,AMD Ryzen 9 5950X,1684.0,28782.0,3.4,4.9,0.44117647058823545,2.0,343.67346938775506,1.0682155581947743,9813.4,20652.6,15233.0,44.29771908763505,15.103579893495858,31.78594514728968
AMD EPYC 73F3,5992.0,46085,7.69,2878,0.48,240.0,192.02,16,2021,SP3,Server,2880.3125,192.02083333333334,0.9991971357274602,AMD,AMD EPYC 73F3,,,,,,,,,2878.0,46085.0,46085.0,,0.4803070761014686,7.691088117489986
AMD EPYC 7343,1699.99,45882,26.99,2947,1.73,190.0,241.48,16,2021,SP3,Server,2867.625,241.4842105263158,1.027679700100257,AMD,AMD EPYC 7343,,,,,,,,,2947.0,45882.0,45882.0,,1.7335396090565238,26.98957052688545
AMD EPYC 7713P,6812.49,45860,,2736,,225.0,203.82,64,2022,SP3,Server,716.5625,203.82222222222222,3.8182293938072394,AMD,AMD EPYC 7713P,,,,,,,,,2736.0,45860.0,45860.0,,0.4016152684260821,6.73175300073835
Intel Xeon Gold 6336Y @ 2.40GHz,3850.34,45517,11.82,2522,0.65,185.0,246.04,24,2021,FCLGA4189,Server,1896.5416666666667,246.03783783783783,1.329788870092493,Intel,Intel Xeon Gold 6336Y,,,,,,,,,2522.0,45517.0,45517.0,,0.655007090282936,11.821553421256304
Intel Core i9-12900KS,779.98,44243,56.72,4317,5.53,150.0,294.95,8,2022,LGA 1700,Desktop,5530.375,294.9533333333333,0.7805980607101688,Intel,Intel Core i9-12900KS,2082.0,27796.0,3.4,5.5,0.6176470588235294,1.5,378.54545454545456,0.8344140249759846,9796.199999999999,20081.799999999996,14939.0,35.636811200287184,12.559552809046384,25.746557604041122
Intel Xeon Gold 6312U @ 2.40GHz,1736.62,43745,25.19,2383,1.37,185.0,236.46,24,2021,FCLGA4189,Server,1822.7083333333333,236.45945945945945,1.3073951308720997,Intel,Intel Xeon Gold 6312U,,,,,,,,,2383.0,43745.0,43745.0,,1.3722057790420472,25.189736384470987
Intel Xeon Gold 6330 @ 2.00GHz,1904.0,43056,22.61,2034,1.07,205.0,210.03,28,2021,FCLGA4189,Server,1537.7142857142858,210.02926829268293,1.3227424749163879,Intel,Intel Xeon Gold 6330,,,,,,,,,2034.0,43056.0,43056.0,,1.0682773109243697,22.613445378151262
AMD EPYC 7601,899.95,42244,46.94,1941,2.16,180.0,234.69,32,2017,SP3,Server,1320.125,234.6888888888889,1.47031531105009,AMD,AMD EPYC 7601,,,,,,,,,1941.0,42244.0,42244.0,,2.1567864881382297,46.940385576976496
AMD EPYC 7452,2209.97,41871,18.95,1689,0.76,155.0,270.14,32,2019,SP3,Server,1308.46875,270.13548387096773,1.2908218098445225,AMD,AMD EPYC 7452,,,,,,,,,1689.0,41871.0,41871.0,,0.7642637682864474,18.946411037253903
AMD EPYC 7402P,1428.93,41741,29.21,1970,1.38,180.0,231.9,24,2019,SP3,Server,1739.2083333333333,231.89444444444445,1.1326992645121103,AMD,AMD EPYC 7402P,,,,,,,,,1970.0,41741.0,41741.0,,1.378653957856578,29.211367946645392
AMD Ryzen Threadripper PRO 5945WX,729.5,41578,,3347,,280.0,148.49,12,2022,sWRX8,Desktop,3464.8333333333335,148.49285714285713,0.9659916301890422,AMD,AMD Ryzen Threadripper PRO 5945WX,,,,,,,,,3347.0,41578.0,41578.0,,4.588074023303633,56.99520219328307
Intel Xeon Gold 6354 @ 3.00GHz,2932.63,41434,14.13,2406,0.82,205.0,202.12,18,2021,FCLGA4189,Server,2301.8888888888887,202.11707317073171,1.0452285562581456,Intel,Intel Xeon Gold 6354,,,,,,,,,2406.0,41434.0,41434.0,,0.8204239880244013,14.128614929261447
Apple M1 Ultra 20 Core,1388.8600000000001,41360,,3900,,60.0,689.34,16,2022,unknown,Desktop,2585.0,689.3333333333334,1.5087040618955512,Apple,Apple M1 Ultra 20 Core,,,,,,,,,3900.0,41360.0,41360.0,,2.8080584076148782,29.77981942024394
Intel Core i9-12900KF,572.98,41163,71.84,4217,7.36,241.0,170.8,8,2021,FCLGA1700,Desktop,5145.375,170.80082987551867,0.8195709739329009,Intel,Intel Core i9-12900KF,1974.0,27852.0,3.2,5.2,0.625,1.5,379.6153846153846,0.881838905775076,9737.4,20088.6,14913.0,48.60902649307131,16.994310447136023,35.059862473384754
Intel Core i9-12900K,599.95,41077,68.47,4209,7.02,241.0,170.44,8,2021,FCLGA1700,Desktop,5134.625,170.44398340248964,0.8197288020059887,Intel,Intel Core i9-12900K,2007.0,27852.0,3.2,5.2,0.625,1.5,385.96153846153845,0.867339312406577,9760.5,20098.499999999996,14929.5,46.42386865572131,16.268855737978164,33.50029169097424
AMD EPYC 7F52,3100.0,40951,13.21,2446,0.79,240.0,170.63,16,2020,SP3,Server,2559.4375,170.62916666666666,0.955678738003956,AMD,AMD EPYC 7F52,,,,,,,,,2446.0,40951.0,40951.0,,0.7890322580645162,13.21
AMD EPYC 7313P,913.0,40879,44.77,2608,2.86,155.0,263.74,16,2021,SP3,Server,2554.9375,263.73548387096776,1.0207686097996527,AMD,AMD EPYC 7313P,,,,,,,,,2608.0,40879.0,40879.0,,2.8565169769989045,44.77437020810515
Intel Xeon Platinum 8275CL @ 3.00GHz,2007.56,40794,,2386,,200.0,,24,2019,unknown,Server,1699.75,203.97,1.403735843506398,Intel,Intel Xeon Platinum 8275CL,,,,,,,,,2386.0,40794.0,40794.0,,1.1885074418697323,20.32018968299827
Intel Xeon W-3275M @ 2.50GHz,7453.0,40767,5.47,2725,0.37,205.0,198.86,28,2020,FCLGA3647,Server,1455.9642857142858,198.86341463414635,1.8716118429121593,Intel,Intel Xeon W-3275M,,,,,,,,,2725.0,40767.0,40767.0,,0.3656245807057561,5.469877901516168
AMD EPYC 7313,1179.99,40575,34.39,2610,2.21,155.0,261.77,16,2021,SP3,Server,2535.9375,261.7741935483871,1.0292051756007394,AMD,AMD EPYC 7313,,,,,,,,,2610.0,40575.0,40575.0,,2.211883151552132,34.3858846261409
AMD EPYC 7352,1280.0,40472,31.62,1995,1.56,155.0,261.11,24,2021,SP3,Server,1686.3333333333333,261.10967741935485,1.183040126507215,AMD,AMD EPYC 7352,,,,,,,,,1995.0,40472.0,40472.0,,1.55859375,31.61875
AMD Ryzen Threadripper PRO 3955WX,1995.0,40225,20.16,2696,1.35,280.0,143.66,16,2020,sWRX8,Desktop,2514.0625,143.66071428571428,1.0723679303915477,AMD,AMD Ryzen Threadripper PRO 3955WX,1401.0,27175.0,3.9,4.3,0.10256410256410255,2.0,325.8139534883721,1.2123037116345468,9133.2,19442.8,14288.0,13.62155388471178,4.578045112781956,9.745764411027569
Intel Xeon W-3265M @ 2.70GHz,6353.0,39620,6.24,2718,0.43,205.0,193.27,24,2021,FCLGA3647,"Desktop, Server",1650.8333333333333,193.26829268292684,1.6464411913175165,Intel,Intel Xeon W-3265M,,,,,,,,,2718.0,39620.0,39620.0,,0.4278293719502597,6.236423736817252
AMD Ryzen 9 5900X,393.03,39457,100.39,3494,8.89,105.0,375.78,12,2020,AM4,Desktop,3288.0833333333335,375.7809523809524,1.062625136224244,AMD,AMD Ryzen 9 5900X,1670.0,22046.0,3.7,4.8,0.2972972972972972,2.0,347.9166666666667,1.1000998003992015,7782.8,15933.199999999999,11858.0,56.09241024858154,19.80205073404066,40.53939902806402
AMD Ryzen 9 3950X,650.0,39157,60.24,2738,4.21,105.0,372.92,16,2019,AM4,Desktop,2447.3125,372.9238095238095,1.1187782516535996,AMD,AMD Ryzen 9 3950X,1406.0,26375.0,3.5,4.7,0.3428571428571429,2.0,299.1489361702128,1.172430654338549,8896.7,18884.3,13890.5,40.57692307692308,13.687230769230771,29.05276923076923
Intel Xeon W-3335 @ 3.40GHz,1299.0,38944,29.98,2556,1.97,250.0,155.78,16,2022,FCLGA4189,Server,2434.0,155.776,1.0501232539030403,Intel,Intel Xeon W-3335,,,,,,,,,2556.0,38944.0,38944.0,,1.9676674364896074,29.979984603541187
Intel Xeon Gold 6248R @ 3.00GHz,3095.0,38604,12.47,2296,0.74,205.0,188.31,24,2020,FCLGA3647,Server,1608.5,188.31219512195122,1.4274168479950264,Intel,Intel Xeon Gold 6248R,,,,,,,,,2296.0,38604.0,38604.0,,0.7418416801292407,12.473021001615509
Intel Core i9-12900,509.0,38281,75.21,4162,8.18,65.0,588.95,8,2022,FCLGA1700,Desktop,4785.125,588.9384615384615,0.8697787414121888,Intel,Intel Core i9-12900,,,,,,,,,4162.0,38281.0,38281.0,,8.17681728880157,75.2082514734774
ARM Neoverse-N1 80 Core 3000 MHz,169.99,38122,,1329,,280.0,,80,2021,unknown,Unknown,476.525,136.15,2.7889407691097006,Other,ARM Neoverse-N1 80 Core 3000 MHz,,,,,,,,,1329.0,38122.0,38122.0,,7.818106947467498,224.26025060297664
ARM Neoverse-N1 80 Core 0 MHz,169.99,37809,,1311,,280.0,,80,2021,unknown,Unknown,472.6125,135.03214285714284,2.7739427120526856,Other,ARM Neoverse-N1 80 Core 0 MHz,,,,,,,,,1311.0,37809.0,37809.0,,7.712218365786223,222.4189658215189
Intel Xeon Gold 6346 @ 3.10GHz,2279.0,37606,16.5,2455,1.08,205.0,183.44,16,2021,FCLGA4189,Server,2350.375,183.44390243902438,1.0445141732702228,Intel,Intel Xeon Gold 6346,,,,,,,,,2455.0,37606.0,37606.0,,1.077226853883282,16.501096972356297
